lag_1,lag_2,lag_3,lag_4,rolling_mean_3,rolling_std_3,trend_index,scenario_drift,target_carbon_tco2
301.765,301.329,319.869,299.778,299.713,3.18383,17,0,296.045
296.045,301.765,301.329,319.869,300.549,4.03522,18,0,303.836
303.836,296.045,301.765,301.329,300.304,3.94587,19,0,301.031
301.031,303.836,296.045,301.765,298.878,6.31529,20,0,291.768
291.768,301.031,303.836,296.045,297.092,4.78413,21,0,298.476
298.476,291.768,301.031,303.836,293.035,4.93055,22,0,288.862
288.862,298.476,291.768,301.031,302.342,15.7732,23,0,319.689
192.76,196.674,183.012,170.643,193.619,2.72892,4,0,191.423
191.423,192.76,196.674,183.012,190.685,2.52607,5,0,187.872
187.872,191.423,192.76,196.674,183.426,10.9208,6,0,170.984
170.984,187.872,191.423,192.76,171.704,15.8205,7,0,156.256
156.256,170.984,187.872,191.423,161.48,8.24445,8,0,157.199
157.199,156.256,170.984,187.872,155.998,1.34901,9,0,154.539
154.539,157.199,156.256,170.984,154.872,2.17927,10,0,152.879
152.879,154.539,157.199,156.256,149.82,6.78741,11,0,142.041
142.041,152.879,154.539,157.199,150.103,7.09338,12,0,155.388
155.388,142.041,152.879,154.539,155.263,13.1609,13,0,168.362
168.362,155.388,142.041,152.879,168.845,13.7049,14,0,182.785
182.785,168.362,155.388,142.041,176.42,7.35908,15,0,178.113
178.113,182.785,168.362,155.388,181.702,3.18795,16,0,184.207
184.207,178.113,182.785,168.362,180.177,3.4903,17,0,178.211
178.211,184.207,178.113,182.785,176.608,8.51463,18,0,167.406
167.406,178.211,184.207,178.113,167.732,10.3196,19,0,157.58
157.58,167.406,178.211,184.207,152.401,18.1572,20,0,132.217
132.217,157.58,167.406,178.211,143.666,12.8599,21,0,141.202
141.202,132.217,157.58,167.406,135.878,4.71736,22,0,134.217
134.217,141.202,132.217,157.58,135.763,4.85353,23,0,131.872
384.064,378.075,383.869,350.369,379.028,4.63368,4,0,374.945
374.945,384.064,378.075,383.869,383.077,7.68608,5,0,390.222
390.222,374.945,384.064,378.075,378.559,10.3407,6,0,370.511
370.511,390.222,374.945,384.064,374.425,14.2492,7,0,362.542
362.542,370.511,390.222,374.945,369.059,5.92654,8,0,374.125
374.125,362.542,370.511,390.222,370.368,6.77944,9,0,374.437
374.437,374.125,362.542,370.511,376.673,4.14603,10,0,381.457
381.457,374.437,374.125,362.542,379.255,4.17784,11,0,381.871
381.871,381.457,374.437,374.125,387.675,10.4128,12,0,399.696
399.696,381.871,381.457,374.437,398.842,16.5609,13,0,414.96
414.96,399.696,381.871,381.457,416.241,17.2214,14,0,434.067
434.067,414.96,399.696,381.871,432.164,16.3359,15,0,447.465
447.465,434.067,414.96,399.696,440.27,6.75385,16,0,439.278
439.278,447.465,434.067,414.96,445.01,4.98185,17,0,448.289
448.289,439.278,447.465,434.067,440.141,7.75182,18,0,432.857
432.857,448.289,439.278,447.465,432.713,15.649,19,0,416.992
416.992,432.857,448.289,439.278,423.835,8.15407,20,0,421.657
421.657,416.992,432.857,448.289,422.873,6.57435,21,0,429.971
429.971,421.657,416.992,432.857,430.389,8.94833,22,0,439.539
439.539,429.971,421.657,416.992,438.309,7.79586,23,0,445.416
376.927,378.425,377.932,372.788,377.54,0.78493,4,0,377.27
377.27,376.927,378.425,377.932,376.894,0.393227,5,0,376.485
376.485,377.27,376.927,378.425,379.492,4.54608,6,0,384.722
384.722,376.485,377.27,376.927,375.281,10.0975,7,0,364.635
364.635,384.722,376.485,377.27,371.055,11.843,8,0,363.809
363.809,364.635,384.722,376.485,361.309,5.06303,9,0,355.482
355.482,363.809,364.635,384.722,362.988,7.13161,10,0,369.674
369.674,355.482,363.809,364.635,367.916,11.6551,11,0,378.592
378.592,369.674,355.482,363.809,377.966,7.99757,12,0,385.632
385.632,378.592,369.674,355.482,381.155,3.89091,13,0,379.241
379.241,385.632,378.592,369.674,383.6,3.77798,14,0,385.927
385.927,379.241,385.632,378.592,382.269,3.38707,15,0,381.639
381.639,385.927,379.241,385.632,384.558,2.52944,16,0,386.109
386.109,381.639,385.927,379.241,382.993,2.70586,17,0,381.232
381.232,386.109,381.639,385.927,380.701,5.69231,18,0,374.761
374.761,381.232,386.109,381.639,375.655,5.18745,19,0,370.973
370.973,374.761,381.232,386.109,372.019,2.39766,20,0,370.321
370.321,370.973,374.761,381.232,368.221,4.21426,21,0,363.37
363.37,370.321,370.973,374.761,366.337,3.58585,22,0,365.319
365.319,363.37,370.321,370.973,371.108,11.7558,23,0,384.636
231.933,234.033,232.716,219.525,233.04,1.05487,4,0,233.154
233.154,231.933,234.033,232.716,228.113,7.69859,5,0,219.251
219.251,233.154,231.933,234.033,223.22,8.66029,6,0,217.256
217.256,219.251,233.154,231.933,216.659,2.93638,7,0,213.47
213.47,217.256,219.251,233.154,209.183,10.8707,8,0,196.822
196.822,213.47,217.256,219.251,202.955,9.14853,9,0,198.571
198.571,196.822,213.47,217.256,198.512,1.66097,10,0,200.143
200.143,198.571,196.822,213.47,205.899,11.3576,11,0,218.982
218.982,200.143,198.571,196.822,213.051,11.1915,12,0,220.029
220.029,218.982,200.143,198.571,222.388,5.01975,13,0,228.153
228.153,220.029,218.982,200.143,220.161,7.92674,14,0,212.301
212.301,228.153,220.029,218.982,218.952,8.22767,15,0,216.403
216.403,212.301,228.153,220.029,220.215,10.3613,16,0,231.943
231.943,216.403,212.301,228.153,216.206,15.8358,17,0,200.273
200.273,231.943,216.403,212.301,219.646,16.9791,18,0,226.721
226.721,200.273,231.943,216.403,207.918,16.3787,19,0,196.759
196.759,226.721,200.273,231.943,212.479,15.0356,20,0,213.958
213.958,196.759,226.721,200.273,203.062,9.47486,21,0,198.468
198.468,213.958,196.759,226.721,209.216,9.3291,22,0,215.221
215.221,198.468,213.958,196.759,216.646,18.9308,23,0,236.249
392.359,398.85,392.855,393.776,399.086,6.84803,4,0,406.049
406.049,392.359,398.85,392.855,395.105,9.86174,5,0,386.908
386.908,406.049,392.359,398.85,399.743,11.1165,6,0,406.273
406.273,386.908,406.049,392.359,394.698,10.2228,7,0,390.912
390.912,406.273,386.908,406.049,392.946,12.435,8,0,381.654
381.654,390.912,406.273,386.908,392.784,12.1751,9,0,405.787
405.787,381.654,390.912,406.273,393.924,12.0717,10,0,394.33
394.33,405.787,381.654,390.912,404.516,9.61457,11,0,413.432
413.432,394.33,405.787,381.654,406.617,10.6624,12,0,412.089
412.089,413.432,394.33,405.787,408.534,7.35174,13,0,400.081
400.081,412.089,413.432,394.33,407.086,6.24983,14,0,409.089
409.089,400.081,412.089,413.432,407.249,6.44844,15,0,412.578
412.578,409.089,400.081,412.089,415.213,7.78364,16,0,423.972
423.972,412.578,409.089,400.081,416.834,6.21994,17,0,413.951
413.951,423.972,412.578,409.089,415.877,7.32462,18,0,409.707
409.707,413.951,423.972,412.578,409.401,4.71145,19,0,404.543
404.543,409.707,413.951,423.972,406.226,3.01521,20,0,404.428
404.428,404.543,409.707,413.951,408.131,6.31391,21,0,415.421
415.421,404.428,404.543,409.707,408.901,5.77535,22,0,406.855
406.855,415.421,404.428,404.543,409.748,4.91347,23,0,406.968
279.112,302.996,292.658,302.402,295.16,13.9001,4,0,303.374
303.374,279.112,302.996,292.658,292.814,12.4326,5,0,295.955
295.955,303.374,279.112,302.996,296.765,6.24422,6,0,290.965
290.965,295.955,303.374,279.112,293.585,2.50446,7,0,293.834
293.834,290.965,295.955,303.374,290.546,3.51687,8,0,286.838
286.838,293.834,290.965,295.955,284.791,10.2222,9,0,273.7
273.7,286.838,293.834,290.965,286.729,12.9754,10,0,299.65
299.65,273.7,286.838,293.834,290.205,14.3436,11,0,297.265
297.265,299.65,273.7,286.838,297.874,1.56331,12,0,296.706
296.706,297.265,299.65,273.7,296.452,0.965457,13,0,295.385
295.385,296.706,297.265,299.65,295.499,1.15487,14,0,294.405
294.405,295.385,296.706,297.265,299.776,8.46725,15,0,309.536
309.536,294.405,295.385,296.706,308.16,13.1211,16,0,320.539
320.539,309.536,294.405,295.385,312.583,6.95229,17,0,307.675
307.675,320.539,309.536,294.405,306.924,14.0056,18,0,292.558
292.558,307.675,320.539,309.536,301.075,7.73858,19,0,302.991
302.991,292.558,307.675,320.539,298.244,5.27965,20,0,299.182
299.182,302.991,292.558,307.675,302.86,3.61437,21,0,306.407
306.407,299.182,302.991,292.558,303.839,4.04072,22,0,305.93
305.93,306.407,299.182,302.991,297.525,14.9725,23,0,280.238
321.707,318.941,295.409,305.625,318.688,3.1534,4,0,315.416
315.416,321.707,318.941,295.409,314.062,8.40348,5,0,305.064
305.064,315.416,321.707,318.941,306.729,7.9852,6,0,299.708
299.708,305.064,315.416,321.707,305.353,5.7953,7,0,311.287
311.287,299.708,305.064,315.416,299.65,11.6659,8,0,287.956
287.956,311.287,299.708,305.064,302.415,12.6291,9,0,308.001
308.001,287.956,311.287,299.708,298.805,10.1243,10,0,300.459
300.459,308.001,287.956,311.287,304.748,3.87598,11,0,305.784
305.784,300.459,308.001,287.956,301.776,3.53869,12,0,299.084
299.084,305.784,300.459,308.001,307.547,9.46837,13,0,317.773
317.773,299.084,305.784,300.459,315.16,14.9428,14,0,328.625
328.625,317.773,299.084,305.784,320.573,7.08025,15,0,315.321
315.321,328.625,317.773,299.084,324.462,7.92708,16,0,329.441
329.441,315.321,328.625,317.773,322.63,7.07309,17,0,323.129
323.129,329.441,315.321,328.625,321.791,8.39841,18,0,312.804
312.804,323.129,329.441,315.321,318.754,5.33954,19,0,320.329
320.329,312.804,323.129,329.441,308.658,14.2063,20,0,292.839
292.839,320.329,312.804,323.129,308.613,14.1869,21,0,312.67
312.67,292.839,320.329,312.804,310.219,16.2933,22,0,325.148
325.148,312.67,292.839,320.329,322.1,8.3349,23,0,328.482
107.81,91.7374,69.2277,67.1997,96.3917,9.94441,4,0,89.628
89.628,107.81,91.7374,69.2277,90.4194,17.0084,5,0,73.8206
73.8206,89.628,107.81,91.7374,76.2917,12.2885,6,0,65.4265
65.4265,73.8206,89.628,107.81,71.0843,4.90064,7,0,74.0057
74.0057,65.4265,73.8206,89.628,67.0667,6.28162,8,0,61.7679
61.7679,74.0057,65.4265,73.8206,68.1376,6.1343,9,0,68.6391
68.6391,61.7679,74.0057,65.4265,64.2763,3.79242,10,0,62.4218
62.4218,68.6391,61.7679,74.0057,71.4631,10.7355,11,0,83.3283
83.3283,62.4218,68.6391,61.7679,78.0011,13.7149,12,0,88.2533
88.2533,83.3283,62.4218,68.6391,89.3592,6.65313,13,0,96.4959
96.4959,88.2533,83.3283,62.4218,97.9632,10.5206,14,0,109.14
109.14,96.4959,88.2533,83.3283,104.492,6.95495,15,0,107.838
107.838,109.14,96.4959,88.2533,116.562,13.9979,16,0,132.708
132.708,107.838,109.14,96.4959,117.007,13.6613,17,0,110.475
110.475,132.708,107.838,109.14,117.065,13.6036,18,0,108.011
108.011,110.475,132.708,107.838,102.885,11.0813,19,0,90.1686
90.1686,108.011,110.475,132.708,92.8934,13.956,20,0,80.5008
80.5008,90.1686,108.011,110.475,85.6977,4.87461,21,0,86.4238
86.4238,80.5008,90.1686,108.011,89.6985,11.2,22,0,102.171
102.171,86.4238,80.5008,90.1686,95.9275,8.36451,23,0,99.1878
91.1064,83.0912,84.7776,65.3073,89.4042,5.65739,4,0,94.0151
94.0151,91.1064,83.0912,84.7776,87.8439,8.29828,5,0,78.4102
78.4102,94.0151,91.1064,83.0912,83.3443,9.2499,6,0,77.6076
77.6076,78.4102,94.0151,91.1064,76.7803,2.1655,7,0,74.3231
74.3231,77.6076,78.4102,94.0151,74.5471,2.95494,8,0,71.7105
71.7105,74.3231,77.6076,78.4102,79.0238,10.4861,9,0,91.0378
91.0378,71.7105,74.3231,77.6076,85.1454,11.6641,10,0,92.6878
92.6878,91.0378,71.7105,74.3231,94.4518,4.55948,11,0,99.6297
99.6297,92.6878,91.0378,71.7105,93.6297,5.58883,12,0,88.5718
88.5718,99.6297,92.6878,91.0378,108.093,24.8577,13,0,136.077
136.077,88.5718,99.6297,92.6878,115.251,24.2877,14,0,121.105
121.105,136.077,88.5718,99.6297,135.85,14.6323,15,0,150.367
150.367,121.105,136.077,88.5718,132.046,15.9663,16,0,124.665
124.665,150.367,121.105,136.077,134.722,13.7322,17,0,129.133
129.133,124.665,150.367,121.105,123.163,6.84658,18,0,115.69
115.69,129.133,124.665,150.367,126.238,9.43913,19,0,133.89
133.89,115.69,129.133,124.665,123.712,9.28944,20,0,121.556
121.556,133.89,115.69,129.133,126.511,6.51403,21,0,124.088
124.088,121.556,133.89,115.69,124.343,2.92318,22,0,127.386
127.386,124.088,121.556,133.89,134.895,15.9475,23,0,153.211
372.457,359.679,352.106,333.044,369.719,8.98928,4,0,377.02
377.02,372.457,359.679,352.106,374.101,2.53517,5,0,372.824
372.824,377.02,372.457,359.679,367.208,13.525,6,0,351.78
351.78,372.824,377.02,372.457,361.58,10.5962,7,0,360.137
360.137,351.78,372.824,377.02,353.241,6.29306,8,0,347.808
347.808,360.137,351.78,372.824,351.217,7.79595,9,0,345.706
345.706,347.808,360.137,351.78,347.02,1.14559,10,0,347.547
347.547,345.706,347.808,360.137,350.344,6.50417,11,0,357.779
357.779,347.547,345.706,347.808,364.317,20.8235,12,0,387.625
387.625,357.779,347.547,345.706,377.659,17.2169,13,0,387.574
387.574,387.625,357.779,347.547,390.251,4.59296,14,0,395.554
395.554,387.574,387.625,357.779,393.367,5.06664,15,0,396.972
396.972,395.554,387.574,387.625,403.769,13.0194,16,0,418.78
418.78,396.972,395.554,387.574,407.138,10.9786,17,0,405.664
405.664,418.78,396.972,395.554,402.508,18.057,18,0,383.082
383.082,405.664,418.78,396.972,389.678,13.9145,19,0,380.288
380.288,383.082,405.664,418.78,380.048,3.16051,20,0,376.774
376.774,380.288,383.082,405.664,378.953,1.90286,21,0,379.798
379.798,376.774,380.288,383.082,378.168,1.52532,22,0,377.933
377.933,379.798,376.774,380.288,384.609,9.99202,23,0,396.097
102.647,97.928,99.3901,72.626,99.0641,3.17183,4,0,96.6167
96.6167,102.647,97.928,99.3901,99.3368,3.05846,5,0,98.7463
98.7463,96.6167,102.647,97.928,95.4404,4.02497,6,0,90.9584
90.9584,98.7463,96.6167,102.647,122.779,48.5261,7,0,178.631
178.631,90.9584,98.7463,96.6167,149.4,50.6119,8,0,178.611
178.611,178.631,90.9584,98.7463,181.95,5.76663,9,0,188.609
188.609,178.611,178.631,90.9584,183.011,5.10564,10,0,181.813
181.813,188.609,178.611,178.631,186.433,4.00345,11,0,188.877
188.877,181.813,188.609,178.611,189.781,8.45682,12,0,198.654
198.654,188.877,181.813,188.609,199.747,11.4559,13,0,211.71
211.71,198.654,188.877,181.813,203.23,7.35205,14,0,199.326
199.326,211.71,198.654,188.877,211.063,11.4281,15,0,222.154
222.154,199.326,211.71,198.654,213.74,12.5416,16,0,219.741
219.741,222.154,199.326,211.71,218.545,4.33235,17,0,213.741
213.741,219.741,222.154,199.326,213.516,6.3392,18,0,207.068
207.068,213.741,219.741,222.154,214.999,8.62926,19,0,224.188
224.188,207.068,213.741,219.741,223.475,16.0614,20,0,239.167
239.167,224.188,207.068,213.741,235.992,10.5801,21,0,244.622
244.622,239.167,224.188,207.068,241.011,3.12672,22,0,239.246
239.246,244.622,239.167,224.188,247.493,9.9967,23,0,258.611
291.087,290.628,282.78,285.827,292.527,2.90109,4,0,295.866
295.866,291.087,290.628,282.78,296.633,5.96601,5,0,302.945
302.945,295.866,291.087,290.628,297.492,4.84816,6,0,293.666
293.666,302.945,295.866,291.087,282.773,27.2998,7,0,251.709
251.709,293.666,302.945,295.866,266.29,23.7254,8,0,253.495
253.495,251.709,293.666,302.945,250.078,4.46148,9,0,245.031
245.031,253.495,251.709,293.666,254.409,9.86597,10,0,264.699
264.699,245.031,253.495,251.709,259.314,12.4936,11,0,268.212
268.212,264.699,245.031,253.495,268.707,4.27628,12,0,273.209
273.209,268.212,264.699,245.031,277.562,12.1271,13,0,291.264
291.264,273.209,268.212,264.699,286.821,12.0233,14,0,295.991
295.991,291.264,273.209,268.212,301.155,13.251,15,0,316.211
316.211,295.991,291.264,273.209,305.616,10.1449,16,0,304.648
304.648,316.211,295.991,291.264,305.941,9.68758,17,0,296.966
296.966,304.648,316.211,295.991,286.655,24.8107,18,0,258.351
258.351,296.966,304.648,316.211,274.183,20.224,19,0,267.232
267.232,258.351,296.966,304.648,267.117,8.70847,20,0,275.767
275.767,267.232,258.351,296.966,269.895,5.09295,21,0,266.685
266.685,275.767,267.232,258.351,262.413,15.9261,22,0,244.787
244.787,266.685,275.767,267.232,259.218,12.5006,23,0,266.182
245.476,264.045,252.746,255.388,255.687,9.42199,4,0,257.54
257.54,245.476,264.045,252.746,255.698,9.4364,5,0,264.077
264.077,257.54,245.476,264.045,262.798,4.74928,6,0,266.777
266.777,264.077,257.54,245.476,257.187,14.3357,7,0,240.707
240.707,266.777,264.077,257.54,252.746,13.1486,8,0,250.754
250.754,240.707,266.777,264.077,251.076,10.533,9,0,261.766
261.766,250.754,240.707,266.777,252.387,8.67869,10,0,244.64
244.64,261.766,250.754,240.707,256.458,10.2523,11,0,262.969
262.969,244.64,261.766,250.754,258.498,12.2506,12,0,267.886
267.886,262.969,244.64,261.766,272.717,12.8628,13,0,287.296
287.296,267.886,262.969,244.64,277.268,9.72101,14,0,276.623
276.623,287.296,267.886,262.969,281.191,5.49973,15,0,279.655
279.655,276.623,287.296,267.886,281.343,5.7537,16,0,287.753
287.753,279.655,276.623,287.296,278.425,9.99943,17,0,267.867
267.867,287.753,279.655,276.623,276.186,10.3329,18,0,272.937
272.937,267.867,287.753,279.655,269.363,3.10899,19,0,267.285
267.285,272.937,267.867,287.753,269.202,3.23507,20,0,267.385
267.385,267.285,272.937,267.867,269.946,4.52302,21,0,275.168
275.168,267.385,267.285,272.937,272.644,4.55565,22,0,275.378
275.378,275.168,267.385,267.285,273.462,3.13938,23,0,269.839
246.651,219.151,224.395,213.674,231.124,14.09,4,0,227.572
227.572,246.651,219.151,224.395,236.824,9.5522,5,0,236.25
236.25,227.572,246.651,219.151,226.262,10.7044,6,0,214.962
214.962,236.25,227.572,246.651,219.344,15.1963,7,0,206.821
206.821,214.962,236.25,227.572,212.529,4.96152,8,0,215.804
215.804,206.821,214.962,236.25,211.693,4.53983,9,0,212.453
212.453,215.804,206.821,214.962,212.532,3.23299,10,0,209.34
209.34,212.453,215.804,206.821,214.283,6.06879,11,0,221.056
221.056,209.34,212.453,215.804,217.578,7.16326,12,0,222.338
222.338,221.056,209.34,212.453,225.885,7.28101,13,0,234.259
234.259,222.338,221.056,209.34,230.976,7.55163,14,0,236.33
236.33,234.259,222.338,221.056,240.871,9.71408,15,0,252.024
252.024,236.33,234.259,222.338,242,8.70587,16,0,237.647
237.647,252.024,236.33,234.259,246.34,7.64664,17,0,249.35
249.35,237.647,252.024,236.33,237.943,11.2611,18,0,226.833
226.833,249.35,237.647,252.024,232.533,14.8136,19,0,221.416
221.416,226.833,249.35,237.647,223.282,3.07718,20,0,221.596
221.596,221.416,226.833,249.35,219.044,4.26543,21,0,214.119
214.119,221.596,221.416,226.833,216.81,4.15558,22,0,214.714
214.714,214.119,221.596,221.416,217.662,5.62942,23,0,224.154
134.122,148.4,127.629,127.491,137.58,9.57137,4,0,130.218
130.218,134.122,148.4,127.629,129.257,5.40928,5,0,123.432
123.432,130.218,134.122,148.4,119.417,13.2728,6,0,104.6
104.6,123.432,130.218,134.122,108.402,13.5362,7,0,97.1725
97.1725,104.6,123.432,130.218,98.5579,5.48236,8,0,93.9012
93.9012,97.1725,104.6,123.432,98.3509,5.14127,9,0,103.979
103.979,93.9012,97.1725,104.6,97.9828,5.30479,10,0,96.068
96.068,103.979,93.9012,97.1725,99.3364,4.13077,11,0,97.962
97.962,96.068,103.979,93.9012,104.512,13.019,12,0,119.505
119.505,97.962,96.068,103.979,115.807,16.314,13,0,129.955
129.955,119.505,97.962,96.068,127.518,7.11536,14,0,133.095
133.095,129.955,119.505,97.962,126.906,8.15313,15,0,117.668
117.668,133.095,129.955,119.505,122.68,9.02204,16,0,117.277
117.277,117.668,133.095,129.955,121.124,6.32877,17,0,128.429
128.429,117.277,117.668,133.095,117.295,11.1239,18,0,106.181
106.181,128.429,117.277,117.668,109.018,18.1594,19,0,92.4438
92.4438,106.181,128.429,117.277,97.2123,7.77233,20,0,93.0119
93.0119,92.4438,106.181,128.429,92.5084,0.47454,21,0,92.0695
92.0695,93.0119,92.4438,106.181,88.6538,6.74879,22,0,80.88
80.88,92.0695,93.0119,92.4438,88.5542,6.65388,23,0,92.7132
152.327,151.174,130.941,113.143,151.907,0.636347,4,0,152.219
152.219,152.327,151.174,130.941,153.5,2.12655,5,0,155.955
155.955,152.219,152.327,151.174,150.052,7.23411,6,0,141.982
141.982,155.955,152.219,152.327,149.38,7.02276,7,0,150.203
150.203,141.982,155.955,152.219,148.715,6.12626,8,0,153.96
153.96,150.203,141.982,155.955,150.314,3.5921,9,0,146.779
146.779,153.96,150.203,141.982,151.358,3.97849,10,0,153.336
153.336,146.779,153.96,150.203,156.657,11.8923,11,0,169.857
169.857,153.336,146.779,153.96,162.756,8.50104,12,0,165.075
165.075,169.857,153.336,146.779,178.321,18.9526,13,0,200.031
200.031,165.075,169.857,153.336,199.19,33.702,14,0,232.463
232.463,200.031,165.075,169.857,215.569,16.2588,15,0,214.212
214.212,232.463,200.031,165.075,221.14,9.88786,16,0,216.744
216.744,214.212,232.463,200.031,227.308,20.53,17,0,250.969
250.969,216.744,214.212,232.463,240.504,20.6254,18,0,253.798
253.798,250.969,216.744,214.212,249.606,5.01481,19,0,244.051
244.051,253.798,250.969,216.744,238.33,18.9857,20,0,217.142
217.142,244.051,253.798,250.969,234.197,14.829,21,0,241.398
241.398,217.142,244.051,253.798,241.184,23.9351,22,0,265.011
265.011,241.398,217.142,244.051,255.912,12.7042,23,0,261.327
327.345,306.833,295.758,292.128,316.569,10.2953,4,0,315.53
315.53,327.345,306.833,295.758,316.006,11.1085,5,0,305.143
305.143,315.53,327.345,306.833,304.513,11.3449,6,0,292.867
292.867,305.143,315.53,327.345,292.492,12.8421,7,0,279.467
279.467,292.867,305.143,315.53,283.893,7.77204,8,0,279.344
279.344,279.467,292.867,305.143,282.77,5.82682,9,0,289.497
289.497,279.344,279.467,292.867,289.845,10.6794,10,0,300.695
300.695,289.497,279.344,279.467,295.715,5.70048,11,0,296.954
296.954,300.695,289.497,279.344,307.579,15.278,12,0,325.088
325.088,296.954,300.695,289.497,313.304,14.6119,13,0,317.87
317.87,325.088,296.954,300.695,324.416,6.23737,14,0,330.29
330.29,317.87,325.088,296.954,325.323,6.5727,15,0,327.809
327.809,330.29,317.87,325.088,333.906,8.50256,16,0,343.618
343.618,327.809,330.29,317.87,339.604,10.3878,17,0,347.386
347.386,343.618,327.809,330.29,333.31,21.2026,18,0,308.924
308.924,347.386,343.618,327.809,338.13,25.8518,19,0,358.079
358.079,308.924,347.386,343.618,344.294,30.8791,20,0,365.88
365.88,358.079,308.924,347.386,355.797,11.3958,21,0,343.434
343.434,365.88,358.079,308.924,357.702,12.4012,22,0,363.794
363.794,343.434,365.88,358.079,361.615,17.1952,23,0,377.616
147.902,163.211,139.88,132.125,155.35,7.66298,4,0,154.938
154.938,147.902,163.211,139.88,151.342,3.52045,5,0,151.187
151.187,154.938,147.902,163.211,147.724,9.43365,6,0,137.049
137.049,151.187,154.938,147.902,140.751,9.16323,7,0,134.019
134.019,137.049,151.187,154.938,138.924,6.06367,8,0,145.703
145.703,134.019,137.049,151.187,134.006,11.7034,9,0,122.297
122.297,145.703,134.019,137.049,130.422,13.2427,10,0,123.267
123.267,122.297,145.703,134.019,129.531,11.6996,11,0,143.029
143.029,123.267,122.297,145.703,137.991,12.9617,12,0,147.678
147.678,143.029,123.267,122.297,152.946,13.3546,13,0,168.131
168.131,147.678,143.029,123.267,160.633,11.2657,14,0,166.089
166.089,168.131,147.678,143.029,166.829,1.13124,15,0,166.265
166.265,166.089,168.131,147.678,161.473,8.14828,16,0,152.065
152.065,166.265,166.089,168.131,180.56,37.7319,17,0,223.351
223.351,152.065,166.265,166.089,195.916,38.3736,18,0,212.331
212.331,223.351,152.065,166.265,218.814,5.76182,19,0,220.759
220.759,212.331,223.351,152.065,211.108,10.3174,20,0,200.233
200.233,220.759,212.331,223.351,213.417,11.4419,21,0,219.258
219.258,200.233,220.759,212.331,210.809,9.68907,22,0,212.936
212.936,219.258,200.233,220.759,217.03,3.55023,23,0,218.896
91.0351,91.1736,75.4106,69.1634,92.245,1.97689,4,0,94.5263
94.5263,91.0351,91.1736,75.4106,89.0523,6.68957,5,0,81.5955
81.5955,94.5263,91.0351,91.1736,91.7573,9.09895,6,0,99.15
99.15,81.5955,94.5263,91.0351,84.384,13.5881,7,0,72.4064
72.4064,99.15,81.5955,94.5263,85.9053,13.3736,8,0,86.1595
86.1595,72.4064,99.15,81.5955,77.0883,7.85728,9,0,72.699
72.699,86.1595,72.4064,99.15,81.4823,7.61191,10,0,85.5883
85.5883,72.699,86.1595,72.4064,84.0149,10.617,11,0,93.7574
93.7574,85.5883,72.699,86.1595,114.197,42.6734,12,0,163.246
163.246,93.7574,85.5883,72.699,138.438,38.7729,13,0,158.31
158.31,163.246,93.7574,85.5883,167.983,12.7206,14,0,182.392
182.392,158.31,163.246,93.7574,178.061,17.9807,15,0,193.48
193.48,182.392,158.31,163.246,184.336,8.34299,16,0,177.137
177.137,193.48,182.392,158.31,182.257,9.7321,17,0,176.153
176.153,177.137,193.48,182.392,173.145,6.08275,18,0,166.144
166.144,176.153,177.137,193.48,168.104,7.26909,19,0,162.017
162.017,166.144,176.153,177.137,167.769,6.71467,20,0,175.148
175.148,162.017,166.144,176.153,163.695,10.7124,21,0,153.921
153.921,175.148,162.017,166.144,162.803,11.029,22,0,159.339
159.339,153.921,175.148,162.017,167.259,18.6074,23,0,188.516
261.194,257.239,247.825,212.787,259.282,1.98103,4,0,259.414
259.414,261.194,257.239,247.825,257.189,5.46806,5,0,250.959
250.959,259.414,261.194,257.239,255.611,4.29057,6,0,256.459
256.459,250.959,259.414,261.194,247.069,11.8254,7,0,233.788
233.788,256.459,250.959,259.414,244.36,11.4122,8,0,242.833
242.833,233.788,256.459,250.959,244.279,11.2833,9,0,256.215
256.215,242.833,233.788,256.459,252.519,8.4661,10,0,258.508
258.508,256.215,242.833,233.788,253.87,6.15474,11,0,246.888
246.888,258.508,256.215,242.833,258.465,11.5566,12,0,270.001
270.001,246.888,258.508,256.215,269.974,23.0723,13,0,293.032
293.032,270.001,246.888,258.508,288.146,16.2617,14,0,301.404
301.404,293.032,270.001,246.888,297.404,4.19798,15,0,297.774
297.774,301.404,293.032,270.001,304.037,7.91569,16,0,312.934
312.934,297.774,301.404,293.032,305.354,7.57994,17,0,305.352
305.352,312.934,297.774,301.404,310.518,4.47657,18,0,313.267
313.267,305.352,312.934,297.774,302.355,12.6788,19,0,288.446
288.446,313.267,305.352,312.934,299.037,12.8044,20,0,295.397
295.397,288.446,313.267,305.352,286.881,9.39765,21,0,276.798
276.798,295.397,288.446,313.267,285.97,9.30193,22,0,285.715
285.715,276.798,295.397,288.446,291.51,18.3107,23,0,312.017
272.724,266.901,268.719,249.894,268.332,3.88029,4,0,265.37
265.37,272.724,266.901,268.719,267.662,4.39071,5,0,264.891
264.891,265.37,272.724,266.901,269.251,7.1403,6,0,277.491
277.491,264.891,265.37,272.724,266.58,10.1724,7,0,257.357
257.357,277.491,264.891,265.37,259.758,16.6629,8,0,244.425
244.425,257.357,277.491,264.891,250.467,6.50765,9,0,249.618
249.618,244.425,257.357,277.491,245.912,3.23025,10,0,243.692
243.692,249.618,244.425,257.357,250.008,6.52063,11,0,256.716
