avle_plus_normalized,ndvi_mean_t2,loss_area_ha_log,delta_ndvi_mean,delta_ndvi_std,temporal_factor_mean,label_id,label_name
0.689444,0.161445,4.64552,0.257791,0.128066,0.835375,3,critical_afforestation
0.449095,0.783211,4.37538,0.0542304,0.299227,0.188713,0,monitoring_only
0.388606,0.782854,2.42395,0.794529,0.167724,0.824438,2,assisted_regeneration
0.20409,0.382707,4.25807,0.0718978,0.0398919,0.801852,0,monitoring_only
0.891138,0.265808,0.827543,0.253375,0.231249,0.934246,3,critical_afforestation
0.443173,0.638712,2.67997,0.221089,0.122266,0.175533,0,monitoring_only
0.607693,0.705328,4.3002,0.224734,0.19729,0.683919,0,monitoring_only
0.11253,0.677458,4.91093,0.176646,0.260302,0.729288,0,monitoring_only
0.107972,0.157026,2.19703,0.440243,0.100684,0.0306875,0,monitoring_only
0.0673545,0.887383,3.34611,0.619388,0.256174,0.288311,0,monitoring_only
0.367346,0.535616,2.12051,0.161792,0.0742082,0.894611,1,targeted_replanting
0.472887,0.586677,4.1028,0.6335,0.268311,0.197443,2,assisted_regeneration
0.244578,0.136259,4.73281,0.45011,0.119284,0.946335,0,monitoring_only
0.349678,0.109443,1.29746,0.79699,0.0538382,0.485905,0,monitoring_only
0.00626003,0.201067,3.29923,0.421777,0.256511,0.0960477,0,monitoring_only
0.351088,0.412783,3.04596,0.693212,0.149768,0.5674,2,assisted_regeneration
0.119171,0.855819,2.85708,0.287921,0.209761,0.275981,0,monitoring_only
0.128384,0.682417,4.12488,0.564838,0.120223,0.783935,0,monitoring_only
0.0045061,0.899383,2.90756,0.182972,0.110258,0.0753823,0,monitoring_only
0.696381,0.6439,3.03596,0.0616263,0.139132,0.206981,0,monitoring_only
0.931284,0.179807,3.73681,0.580517,0.232018,0.929451,3,critical_afforestation
0.621546,0.655597,2.95829,0.562189,0.0283973,0.0137532,2,assisted_regeneration
0.0962021,0.613064,4.6348,0.438643,0.121291,0.617125,0,monitoring_only
0.989649,0.809047,4.52149,0.668396,0.16078,0.663687,3,critical_afforestation
0.975585,0.535395,3.18534,0.564402,0.282662,0.67179,3,critical_afforestation
0.468235,0.296459,4.0964,0.401981,0.259974,0.335164,2,assisted_regeneration
0.107869,0.686174,4.5321,0.454447,0.0963954,0.267886,0,monitoring_only
0.720739,0.702723,5.03215,0.614466,0.159853,0.919533,3,critical_afforestation
0.961468,0.511365,3.09925,0.181887,0.196609,0.88655,3,critical_afforestation
0.7787,0.175861,4.76469,0.196833,0.00469838,0.555975,3,critical_afforestation
0.624203,0.43102,3.81883,0.236165,0.0145479,0.990061,3,critical_afforestation
0.610832,0.771938,2.57036,0.526773,0.1231,0.264136,2,assisted_regeneration
0.977918,0.342904,4.59446,0.73324,0.0678536,0.54132,3,critical_afforestation
0.0731193,0.685323,3.22187,0.0519409,0.0529487,0.920846,0,monitoring_only
0.149556,0.302808,4.1428,0.171413,0.170859,0.226846,0,monitoring_only
0.830811,0.362967,3.69283,0.147876,0.272928,0.407251,3,critical_afforestation
0.145113,0.369637,4.04254,0.0584048,0.0708008,0.836525,0,monitoring_only
0.383296,0.208428,3.51291,0.610383,0.220492,0.951125,2,assisted_regeneration
0.281499,0.380932,2.53611,0.77397,0.0607016,0.000978071,0,monitoring_only
0.243445,0.678893,4.489,0.512729,0.236927,0.260654,0,monitoring_only
0.025722,0.421048,5.19621,0.421004,0.0186519,0.0282828,0,monitoring_only
0.566251,0.339789,4.40069,0.721675,0.228371,0.575683,2,assisted_regeneration
0.40124,0.660568,2.36561,0.707535,0.0104372,0.180198,1,targeted_replanting
0.55159,0.512383,3.77854,0.283857,0.288539,0.638228,0,monitoring_only
0.304508,0.448692,4.25907,0.13238,0.165703,0.747381,0,monitoring_only
0.941461,0.736925,4.04274,0.196055,0.0699137,0.216886,3,critical_afforestation
0.591347,0.405556,4.60885,0.626042,0.0766896,0.540646,2,assisted_regeneration
0.961207,0.535478,3.79192,0.606104,0.00420111,0.077042,3,critical_afforestation
0.350006,0.12542,2.90959,0.3918,0.182681,0.953306,0,monitoring_only
0.00228954,0.371533,3.28572,0.0786739,0.0498048,0.679435,0,monitoring_only
0.781266,0.289523,0.256037,0.638906,0.248526,0.640987,2,assisted_regeneration
0.827379,0.8086,3.4139,0.454761,0.14229,0.810186,3,critical_afforestation
0.0587034,0.116842,2.84359,0.2943,0.129326,0.823677,0,monitoring_only
0.625369,0.660036,3.25238,0.745804,0.176166,0.245033,2,assisted_regeneration
0.661018,0.704959,2.82968,0.14531,0.242821,0.567639,0,monitoring_only
0.145734,0.366001,4.2049,0.22932,0.106633,0.300291,0,monitoring_only
0.552525,0.305678,2.33415,0.231879,0.17944,0.618611,3,critical_afforestation
0.243199,0.231868,4.39706,0.745901,0.245698,0.294122,0,monitoring_only
0.0164517,0.321683,3.04134,0.707667,0.191098,0.64195,0,monitoring_only
0.866911,0.831152,4.01329,0.530433,0.0501993,0.738377,0,monitoring_only
0.491695,0.13467,3.18224,0.353401,0.0651882,0.235304,2,assisted_regeneration
0.781699,0.465372,1.48553,0.109928,0.0380649,0.815116,0,monitoring_only
0.722893,0.311505,4.21563,0.68237,0.224616,0.181361,2,assisted_regeneration
0.993705,0.656697,4.10774,0.0349322,0.0622938,0.377089,3,critical_afforestation
0.437953,0.367122,3.90872,0.00715675,0.0703189,0.0685414,2,assisted_regeneration
0.427551,0.376769,5.0459,0.353108,0.0175636,0.27654,0,monitoring_only
0.281756,0.146636,4.4121,0.455116,0.149488,0.789458,0,monitoring_only
0.625147,0.828397,2.92484,0.507545,0.1807,0.0949262,2,assisted_regeneration
0.486113,0.51727,3.47764,0.448255,0.0527078,0.0754045,0,monitoring_only
0.728761,0.155189,1.9694,0.370728,0.153124,0.211802,2,assisted_regeneration
0.356512,0.701379,3.57843,0.364012,0.221217,0.948999,0,monitoring_only
0.130845,0.724027,4.57421,0.200694,0.182274,0.341243,0,monitoring_only
0.862435,0.468912,3.25608,0.165019,0.0494306,0.962921,3,critical_afforestation
0.828047,0.883303,2.76918,0.200175,0.256635,0.481742,3,critical_afforestation
0.351,0.2808,2.3351,0.0253717,0.119378,0.343977,0,monitoring_only
0.690352,0.775371,2.73833,0.177775,0.275301,0.949951,0,monitoring_only
0.492403,0.777145,2.59742,0.0926821,0.25925,0.934646,0,monitoring_only
0.760972,0.516981,0.281614,0.691015,0.192009,0.97397,1,targeted_replanting
0.390132,0.532086,4.0873,0.517928,0.15053,0.148963,2,assisted_regeneration
0.535639,0.189823,3.40112,0.211876,0.261049,0.292385,2,assisted_regeneration
0.0578161,0.20657,2.90602,0.503624,0.177971,0.616763,0,monitoring_only
0.17491,0.438227,2.60476,0.656616,0.165286,0.0624143,0,monitoring_only
0.781766,0.834482,3.17303,0.702892,0.109397,0.908851,3,critical_afforestation
0.381565,0.27162,4.12317,0.596081,0.238306,0.316323,2,assisted_regeneration
0.0351054,0.480003,4.71253,0.292885,0.259895,0.75062,0,monitoring_only
0.167636,0.151395,3.23629,0.166241,0.180216,0.4004,0,monitoring_only
0.411598,0.339387,1.10899,0.760079,0.17708,0.145454,2,assisted_regeneration
0.717913,0.397604,4.97403,0.108011,0.218063,0.669193,2,assisted_regeneration
0.363485,0.870304,2.95837,0.774694,0.198533,0.541781,2,assisted_regeneration
0.745186,0.254432,1.12424,0.732285,0.194102,0.736042,3,critical_afforestation
0.858061,0.180575,4.61227,0.390003,0.115599,0.389028,3,critical_afforestation
0.341137,0.143002,4.27022,0.375977,0.104362,0.689124,0,monitoring_only
0.800376,0.517635,3.24774,0.0744956,0.0898882,0.940488,0,monitoring_only
0.126881,0.515562,4.84156,0.731876,0.196236,0.0172776,0,monitoring_only
0.415284,0.25668,3.32908,0.395672,0.25987,0.902118,0,monitoring_only
0.0975624,0.298014,1.90645,0.0128912,0.0778386,0.968822,0,monitoring_only
0.052528,0.355081,5.00103,0.268467,0.195225,0.735313,0,monitoring_only
0.0645274,0.10756,4.12949,0.461259,0.154114,0.350629,0,monitoring_only
0.104752,0.753645,4.58767,0.376068,0.162509,0.666366,0,monitoring_only
0.835726,0.718218,2.66441,0.258319,0.07824,0.53059,0,monitoring_only
0.543677,0.356203,4.04495,0.366751,0.267274,0.545079,2,assisted_regeneration
0.947388,0.559439,3.70846,0.280494,0.0202097,0.477179,3,critical_afforestation
0.538,0.362544,3.7047,0.733795,0.0661756,0.779206,2,assisted_regeneration
0.628711,0.121433,4.18582,0.15929,0.247977,0.483181,2,assisted_regeneration
0.184484,0.571831,3.43945,0.323652,0.213818,0.698983,0,monitoring_only
0.540581,0.677296,0.715138,0.702818,0.0378838,0.0349611,1,targeted_replanting
0.385303,0.36708,3.6369,0.327273,0.0871596,0.105197,2,assisted_regeneration
0.931435,0.293097,4.67624,0.403498,0.00687915,0.827557,3,critical_afforestation
0.933921,0.311383,3.51947,0.402703,0.107315,0.83137,3,critical_afforestation
0.198499,0.379277,2.8793,0.587371,0.216423,0.701611,0,monitoring_only
0.620131,0.474048,2.21199,0.349332,0.152496,0.384259,3,critical_afforestation
0.638176,0.703935,4.27881,0.133609,0.187034,0.914772,0,monitoring_only
0.562535,0.259207,3.99163,0.660983,0.234243,0.298026,2,assisted_regeneration
0.12433,0.665078,3.60528,0.558109,0.272215,0.327669,0,monitoring_only
0.654015,0.871638,4.29221,0.693423,0.0697204,0.400704,3,critical_afforestation
0.799085,0.244219,3.50067,0.250213,0.268556,0.0391409,3,critical_afforestation
0.345226,0.506079,5.03493,0.236572,0.296911,0.221228,0,monitoring_only
0.514552,0.389021,3.07642,0.000883662,0.277017,0.0736826,2,assisted_regeneration
0.116328,0.580364,2.16878,0.0243516,0.15102,0.531338,1,targeted_replanting
0.930689,0.804677,1.06628,0.345568,0.155804,0.695202,3,critical_afforestation
0.109538,0.809074,4.01499,0.599305,0.0815423,0.590127,0,monitoring_only
0.208377,0.45444,4.33997,0.0712125,0.280261,0.665354,0,monitoring_only
0.298478,0.70588,3.84198,0.090013,0.235375,0.819956,0,monitoring_only
0.82579,0.509044,2.55799,0.307503,0.192016,0.980535,3,critical_afforestation
0.700656,0.717606,2.48626,0.605088,0.0163894,0.125975,3,critical_afforestation
0.00701444,0.807489,4.34065,0.0805051,0.287538,0.148133,0,monitoring_only
0.183562,0.669446,3.76204,0.495967,0.175771,0.844504,0,monitoring_only
0.750151,0.148605,4.28712,0.283323,0.283987,0.568902,2,assisted_regeneration
0.403834,0.296235,4.29094,0.185312,0.252653,0.954861,0,monitoring_only
0.0262135,0.728623,3.51827,0.785584,0.086498,0.399539,0,monitoring_only
0.963917,0.115716,4.5196,0.680744,0.250751,0.73699,2,assisted_regeneration
0.151233,0.514351,3.96883,0.159401,0.0390803,0.339465,0,monitoring_only
0.510467,0.588336,2.67079,0.352313,0.222364,0.678938,0,monitoring_only
0.248316,0.755997,1.80859,0.21782,0.172063,0.622055,1,targeted_replanting
0.737469,0.745293,3.65929,0.391183,0.262197,0.549485,3,critical_afforestation
0.776726,0.158544,3.96374,0.179009,0.136122,0.291243,2,assisted_regeneration
0.39722,0.643756,4.15684,0.0422083,0.060044,0.856224,0,monitoring_only
0.65845,0.73224,4.12397,0.382876,0.109274,0.113936,3,critical_afforestation
0.909074,0.184352,4.61342,0.525735,0.00365985,0.859443,3,critical_afforestation
0.814809,0.488331,1.52088,0.315493,0.177715,0.259333,3,critical_afforestation
0.414898,0.619487,3.43276,0.147673,0.00090875,0.799063,0,monitoring_only
0.441476,0.373919,3.47173,0.490657,0.217402,0.957457,2,assisted_regeneration
0.886878,0.396426,3.50401,0.645267,0.00181157,0.0762755,3,critical_afforestation
0.0343728,0.182302,5.73517,0.260173,0.0340944,0.488567,0,monitoring_only
0.0228116,0.719492,4.91846,0.713146,0.172096,0.96769,0,monitoring_only
0.205795,0.289695,3.87494,0.115031,0.143296,0.0194387,0,monitoring_only
0.827622,0.447937,3.56664,0.312399,0.215267,0.0214377,3,critical_afforestation
0.153213,0.513105,2.85378,0.0410295,0.0338272,0.479162,0,monitoring_only
0.285279,0.1698,2.41213,0.575926,0.118987,0.523388,0,monitoring_only
0.629069,0.444905,3.22491,0.741253,0.235576,0.63356,2,assisted_regeneration
0.184243,0.221891,2.7167,0.46623,0.0409419,0.709251,2,assisted_regeneration
0.303116,0.286018,4.01869,0.343311,0.282034,0.164047,0,monitoring_only
0.466913,0.385029,4.60992,0.45575,0.294176,0.216458,2,assisted_regeneration
0.228109,0.491784,5.00062,0.606257,0.032719,0.0606334,0,monitoring_only
0.992414,0.447364,3.00994,0.34372,0.0638295,0.0324797,3,critical_afforestation
0.163446,0.157264,5.46297,0.67334,0.150598,0.378066,0,monitoring_only
0.849937,0.380296,2.25014,0.266062,0.146805,0.864851,3,critical_afforestation
0.4701,0.131377,2.99546,0.262779,0.157669,0.57699,2,assisted_regeneration
0.129124,0.30063,4.48938,0.682207,0.284443,0.409268,0,monitoring_only
0.118486,0.168088,3.68004,0.622352,0.0600426,0.0893367,0,monitoring_only
0.500296,0.23391,5.01044,0.0261419,0.107456,0.733059,3,critical_afforestation
0.35352,0.501992,2.59853,0.393148,0.0689258,0.89691,0,monitoring_only
0.234602,0.841848,3.7734,0.70448,0.188249,0.0679328,0,monitoring_only
0.958939,0.255812,4.63254,0.392048,0.224084,0.68606,3,critical_afforestation
0.46338,0.684645,4.84725,0.00453795,0.0645065,0.640796,0,monitoring_only
0.928811,0.134961,3.54077,0.456693,0.22896,0.904768,2,assisted_regeneration
0.164,0.368679,4.81917,0.0552914,0.212605,0.538233,0,monitoring_only
0.183466,0.421108,2.57829,0.160185,0.0799211,0.134915,0,monitoring_only
0.596028,0.186681,2.20151,0.0407794,0.0181763,0.460768,2,assisted_regeneration
0.269876,0.609419,3.76092,0.703945,0.207599,0.963997,0,monitoring_only
0.184938,0.216539,2.59166,0.460089,0.195975,0.632267,0,monitoring_only
0.0946854,0.740542,3.67201,0.303378,0.257879,0.0867877,0,monitoring_only
0.0762707,0.57322,2.91382,0.356431,0.141662,0.504655,0,monitoring_only
0.753168,0.693034,3.07273,0.393239,0.140493,0.615937,3,critical_afforestation
0.282163,0.231386,1.87403,0.0849437,0.158972,0.17339,0,monitoring_only
0.978419,0.35368,4.80207,0.336765,0.25499,0.816507,3,critical_afforestation
0.183121,0.66438,4.57315,0.366989,0.120103,0.0471102,0,monitoring_only
0.354447,0.462676,3.62488,0.492083,0.0303101,0.729371,2,assisted_regeneration
0.374909,0.605873,3.58774,0.202889,0.0567863,0.458058,0,monitoring_only
0.500153,0.430767,2.4608,0.682454,0.032523,0.537052,2,assisted_regeneration
0.870636,0.637769,4.04094,0.331769,0.0186436,0.455914,3,critical_afforestation
0.83477,0.613222,2.89719,0.177846,0.0459297,0.186928,3,critical_afforestation
0.00995633,0.339605,2.73596,0.456915,0.131635,0.514247,0,monitoring_only
0.409255,0.805344,1.54849,0.351508,0.240744,0.0153212,1,targeted_replanting
0.827937,0.685911,3.00743,0.144329,0.164492,0.971564,3,critical_afforestation
0.000197808,0.154577,4.43349,0.685296,0.144934,0.218425,0,monitoring_only
0.53364,0.130163,3.67722,0.48426,0.0125339,0.686342,2,assisted_regeneration
0.259476,0.672898,2.76469,0.623112,0.12183,0.508781,0,monitoring_only
0.412769,0.605625,3.9429,0.655398,0.137148,0.211156,2,assisted_regeneration
0.420305,0.839565,2.24068,0.320944,0.183545,0.308751,1,targeted_replanting
0.391754,0.640375,3.71724,0.755118,0.221567,0.219711,2,assisted_regeneration
0.89195,0.266554,2.27012,0.0472859,0.175832,0.877385,2,assisted_regeneration
0.536464,0.133633,2.99543,0.191492,0.201834,0.160078,2,assisted_regeneration
0.903747,0.525925,4.21169,0.160074,0.00695868,0.0669312,0,monitoring_only
0.726742,0.497037,4.97418,0.148271,0.0719655,0.601266,0,monitoring_only
0.35112,0.849903,3.33857,0.619876,0.0928857,0.353111,2,assisted_regeneration
0.493564,0.666697,3.17609,0.0687056,0.211179,0.428261,0,monitoring_only
0.389859,0.820041,3.18371,0.174339,0.0899164,0.474849,0,monitoring_only
0.828574,0.705253,3.55141,0.159246,0.149792,0.966029,3,critical_afforestation
0.187598,0.628497,2.00287,0.623789,0.212733,0.11831,1,targeted_replanting
0.936412,0.550506,1.95294,0.687585,0.120186,0.039783,3,critical_afforestation
0.580424,0.564028,4.45606,0.0912267,0.128481,0.842596,0,monitoring_only
0.611758,0.505966,0.240128,0.0838664,0.156026,0.71517,3,critical_afforestation
0.516801,0.771176,4.48093,0.00125761,0.160141,0.18457,0,monitoring_only
0.554496,0.287706,4.51905,0.501843,0.120115,0.517437,2,assisted_regeneration
0.667675,0.832153,3.39566,0.376935,0.293834,0.0722491,0,monitoring_only
0.655035,0.547594,2.47308,0.632423,0.154538,0.619423,2,assisted_regeneration
0.214147,0.449946,3.90589,0.674276,0.234947,0.612337,0,monitoring_only
0.58244,0.268821,4.52674,0.204605,0.132223,0.647889,0,monitoring_only
0.354626,0.32085,4.32076,0.270565,0.056327,0.281856,0,monitoring_only
0.63703,0.567324,3.88304,0.158696,0.0916271,0.546733,0,monitoring_only
0.547835,0.221379,0.189521,0.235021,0.113298,0.601854,2,assisted_regeneration
0.17968,0.102648,4.63851,0.584672,0.23339,0.134536,0,monitoring_only
0.734734,0.307381,4.6345,0.337408,0.27356,0.95985,3,critical_afforestation
0.457013,0.343283,3.49315,0.523045,0.12032,0.846569,2,assisted_regeneration
0.551442,0.853052,3.49053,0.43631,0.102443,0.884724,3,critical_afforestation
0.672643,0.565459,1.73343,0.691079,0.0012807,0.7615,3,critical_afforestation
0.652872,0.424612,3.9104,0.457188,0.266603,0.791261,2,assisted_regeneration
0.748929,0.8864,4.41106,0.1724,0.119772,0.468354,0,monitoring_only
0.206752,0.393924,2.61976,0.71488,0.18702,0.492425,0,monitoring_only
0.110391,0.866511,2.72601,0.556843,0.175701,0.843779,0,monitoring_only
0.66918,0.853173,0.613486,0.304649,0.0784028,0.0885181,3,critical_afforestation
0.235985,0.651917,4.35362,0.152136,0.22716,0.189172,0,monitoring_only
0.114605,0.520188,3.00046,0.529395,0.253165,0.368025,0,monitoring_only
0.131237,0.757396,4.4661,0.472032,0.172447,0.433477,0,monitoring_only
0.3128,0.359128,2.02756,0.324978,0.197,0.835641,0,monitoring_only
0.991787,0.394287,1.78428,0.254882,0.293989,0.98137,3,critical_afforestation
0.15726,0.265508,4.01971,0.510887,0.247125,0.806977,0,monitoring_only
0.298537,0.304321,3.04993,0.0873106,0.015033,0.0989225,0,monitoring_only
0.920734,0.209166,3.57208,0.410347,0.144504,0.546214,3,critical_afforestation
0.963308,0.780545,1.15319,0.792286,0.146657,0.718136,3,critical_afforestation
0.228843,0.100999,2.99439,0.733018,0.291966,0.555568,0,monitoring_only
0.880453,0.439581,5.35257,0.226885,0.27353,0.443632,3,critical_afforestation
0.138918,0.391374,3.36819,0.320599,0.272399,0.425501,0,monitoring_only
0.761536,0.41014,5.1625,0.709615,0.133127,0.625434,0,monitoring_only
0.0130082,0.775009,3.70005,0.502483,0.05693,0.634794,0,monitoring_only
0.40662,0.75685,4.39803,0.208448,0.165701,0.307086,0,monitoring_only
0.247335,0.630718,4.83629,0.229401,0.0176641,0.416449,0,monitoring_only
0.704008,0.651287,4.1583,0.00410171,0.131048,0.152897,3,critical_afforestation
0.0160561,0.742826,2.63867,0.690627,0.151788,0.883608,0,monitoring_only
0.464902,0.408036,1.6936,0.0874133,0.113374,0.869292,0,monitoring_only
0.696729,0.460428,3.28833,0.257207,0.145837,0.659963,0,monitoring_only
0.0467049,0.295786,4.89941,0.285146,0.227509,0.974726,0,monitoring_only
0.8974,0.290442,3.76693,0.672663,0.170977,0.487446,3,critical_afforestation
0.361197,0.847694,4.33557,0.0144564,0.196286,0.879208,0,monitoring_only
0.165266,0.708519,2.13881,0.105482,0.0587822,0.744295,1,targeted_replanting
0.225464,0.462391,5.33552,0.726425,0.132362,0.177474,0,monitoring_only
0.338906,0.131195,3.61056,0.175106,0.185703,0.867174,0,monitoring_only
0.198375,0.694241,4.41949,0.147726,0.180738,0.168469,0,monitoring_only
0.510579,0.858813,1.40353,0.446535,0.197998,0.621434,1,targeted_replanting
0.632932,0.841391,4.52758,0.186585,0.125937,0.172924,3,critical_afforestation
0.43343,0.67133,4.09786,0.532933,0.0881372,0.953612,3,critical_afforestation
0.427032,0.618191,4.10171,0.718749,0.141552,0.662844,2,assisted_regeneration
0.7817,0.196672,3.275,0.730074,0.0594808,0.127893,3,critical_afforestation
0.301017,0.16853,2.62218,0.666184,0.27302,0.109256,2,assisted_regeneration
0.622769,0.312162,4.4362,0.743446,0.105356,0.190851,2,assisted_regeneration
0.892922,0.550994,1.93046,0.736287,0.235797,0.543868,3,critical_afforestation
0.221514,0.830571,3.82923,0.163001,0.0574092,0.0506736,0,monitoring_only
0.619901,0.796877,4.80147,0.487727,0.163919,0.935781,2,assisted_regeneration
0.947972,0.34485,4.3886,0.300479,0.0353439,0.200682,3,critical_afforestation
0.529795,0.392994,4.86244,0.313371,0.120357,0.497034,0,monitoring_only
0.976898,0.348275,4.82757,0.250846,0.0804464,0.704001,2,assisted_regeneration
0.310046,0.524137,2.06809,0.493476,0.115902,0.748464,1,targeted_replanting
0.564294,0.74714,2.60461,0.281701,0.203867,0.501446,0,monitoring_only
0.311036,0.726494,1.7627,0.237441,0.0623532,0.111188,1,targeted_replanting
0.00371943,0.809045,4.59241,0.317116,0.294102,0.187072,0,monitoring_only
0.997308,0.517376,4.89538,0.632085,0.125392,0.881505,3,critical_afforestation
0.24006,0.626524,2.91667,0.560764,0.0577062,0.0374076,0,monitoring_only
0.973102,0.863124,5.31749,0.19096,0.00250514,0.406238,3,critical_afforestation
0.653033,0.640442,2.4645,0.703042,0.150985,0.434731,2,assisted_regeneration
0.903934,0.233648,3.22855,0.0530407,0.15117,0.966297,3,critical_afforestation
0.967203,0.361483,4.13216,0.260066,0.0787099,0.807546,3,critical_afforestation
0.567829,0.160556,3.3274,0.0677385,0.136644,0.727359,3,critical_afforestation
0.999691,0.188397,1.78415,0.457073,0.266884,0.484718,3,critical_afforestation
0.76733,0.493468,4.93058,0.716513,0.0402223,0.676251,3,critical_afforestation
0.523815,0.690856,2.80421,0.0651182,0.223097,0.247558,0,monitoring_only
0.654943,0.251154,3.58556,0.478836,0.288684,0.230733,3,critical_afforestation
0.194271,0.356012,4.27559,0.621607,0.272857,0.689173,0,monitoring_only
0.0110326,0.369241,4.70946,0.464553,0.267244,0.372738,0,monitoring_only
0.256789,0.772098,4.83678,0.694234,0.133778,0.508975,0,monitoring_only
0.434971,0.247229,3.15244,0.40433,0.0941703,0.277112,2,assisted_regeneration
0.228053,0.12723,4.57335,0.306654,0.153014,0.138223,0,monitoring_only
0.514036,0.599073,2.38629,0.0951198,0.185923,0.443946,1,targeted_replanting
0.657944,0.521481,4.51091,0.454069,0.0989539,0.989344,2,assisted_regeneration
0.655794,0.102168,4.6268,0.155312,0.125392,0.0997093,2,assisted_regeneration
0.893764,0.711754,4.87934,0.538423,0.263497,0.5104,3,critical_afforestation
0.966319,0.439091,3.81684,0.591512,0.0738167,0.293006,3,critical_afforestation
0.890695,0.538257,0.848455,0.312717,0.286129,0.414195,3,critical_afforestation
0.620175,0.636651,4.02779,0.42607,0.0596646,0.585759,3,critical_afforestation
0.205764,0.141076,1.98027,0.595946,0.0617675,0.397235,0,monitoring_only
0.943451,0.238035,2.54709,0.437872,0.212589,0.143762,3,critical_afforestation
0.17486,0.470514,4.19548,0.214265,0.0934382,0.351529,0,monitoring_only
0.151427,0.23752,4.89439,0.651399,0.115002,0.544841,0,monitoring_only
0.317569,0.193266,3.05415,0.688592,0.0483015,0.739701,0,monitoring_only
0.573606,0.359971,2.35889,0.450757,0.0994483,0.191385,2,assisted_regeneration
0.681473,0.441329,4.23807,0.0607418,0.106251,0.544192,0,monitoring_only
0.0132927,0.779897,3.76813,0.394407,0.226784,0.883456,0,monitoring_only
0.778022,0.57595,3.35536,0.779075,0.0527227,0.983577,0,monitoring_only
0.17502,0.843518,3.80961,0.638685,0.101151,0.310246,0,monitoring_only
0.296485,0.465757,2.20989,0.619436,0.150124,0.22309,0,monitoring_only
0.322087,0.477934,3.33597,0.455403,0.205151,0.836211,0,monitoring_only
0.332446,0.349159,4.11696,0.216494,0.145349,0.957088,0,monitoring_only
0.760368,0.165249,4.0945,0.1647,0.153618,0.900097,3,critical_afforestation
0.0409444,0.237606,2.22516,0.34907,0.0654958,0.377544,0,monitoring_only
0.196518,0.154166,4.76035,0.0277711,0.158706,0.722249,0,monitoring_only
0.0223192,0.662759,4.04365,0.715072,0.210403,0.261169,0,monitoring_only
0.778299,0.379201,3.4779,0.171116,0.0770193,0.589833,2,assisted_regeneration
0.983722,0.125214,4.00803,0.439733,0.254881,0.634286,3,critical_afforestation
0.659547,0.701759,4.75568,0.539314,0.142119,0.742521,2,assisted_regeneration
0.590139,0.303873,2.25973,0.262429,0.00916662,0.983819,2,assisted_regeneration
0.908066,0.814817,3.77167,0.691441,0.286791,0.753108,3,critical_afforestation
0.254954,0.758467,2.2149,0.0323876,0.0323044,0.00130628,1,targeted_replanting
0.0664623,0.343008,3.41053,0.601593,0.146071,0.448061,0,monitoring_only
0.50997,0.288573,4.44722,0.363308,0.269016,0.72485,2,assisted_regeneration
0.260349,0.894464,3.0114,0.172072,0.277613,0.907897,0,monitoring_only
0.451082,0.755717,3.42208,0.255758,0.257302,0.168403,0,monitoring_only
0.4563,0.8413,2.61996,0.112023,0.106645,0.0962115,0,monitoring_only
0.318832,0.11363,4.49272,0.0105376,0.0608804,0.378767,0,monitoring_only
0.486325,0.578664,3.63782,0.525521,0.235949,0.675804,2,assisted_regeneration
0.380152,0.313314,1.26068,0.0167888,0.241075,0.625826,0,monitoring_only
0.113059,0.399784,3.6092,0.779544,0.285954,0.233245,0,monitoring_only
0.866726,0.17286,3.35746,0.194845,0.11871,0.397808,3,critical_afforestation
0.701274,0.698693,4.00756,0.769614,0.103345,0.703579,2,assisted_regeneration
0.0413089,0.520515,3.49063,0.73821,0.298109,0.58368,0,monitoring_only
0.115786,0.733618,2.76375,0.326251,0.143483,0.769925,0,monitoring_only
0.0965145,0.193189,4.29492,0.491855,0.25752,0.113949,0,monitoring_only
0.0617435,0.897819,1.80044,0.329121,0.151405,0.986258,1,targeted_replanting
0.0590568,0.378845,3.38623,0.256588,0.253453,0.58906,0,monitoring_only
0.157112,0.861155,3.713,0.781489,0.0271663,0.000311816,0,monitoring_only
0.847869,0.641165,3.27317,0.699414,0.0323084,0.716627,3,critical_afforestation
0.828233,0.187067,1.00547,0.22755,0.0983755,0.055369,3,critical_afforestation
0.783147,0.725591,4.14538,0.232541,0.226448,0.199078,3,critical_afforestation
0.614707,0.548531,4.21627,0.559846,0.134109,0.642138,3,critical_afforestation
0.723494,0.250962,0.617925,0.156347,0.0667547,0.320038,3,critical_afforestation
0.738481,0.249789,3.72084,0.48572,0.0871988,0.857108,2,assisted_regeneration
0.889313,0.862524,4.71834,0.167189,0.105177,0.888193,3,critical_afforestation
0.732343,0.89885,4.63211,0.295141,0.166158,0.691629,0,monitoring_only
0.736459,0.560893,2.50518,0.172443,0.25761,0.909281,3,critical_afforestation
0.804081,0.249723,3.72567,0.333865,0.103343,0.0466237,2,assisted_regeneration
0.556355,0.372207,5.4925,0.385486,0.18277,0.41086,2,assisted_regeneration
0.213029,0.269567,4.00124,0.525726,0.168037,0.48557,0,monitoring_only
0.0845425,0.585993,4.52872,0.361461,0.298928,0.334575,0,monitoring_only
0.419044,0.420222,2.77384,0.675445,0.250344,0.295204,2,assisted_regeneration
0.0916857,0.402454,4.45505,0.069198,0.25009,0.271368,0,monitoring_only
0.169304,0.741134,1.98437,0.289257,0.0898268,0.593365,1,targeted_replanting
